시군구,단지명,전용면적(평),계약년월,계약일,거래금액(만원),층,건축년도,구,동,유형,계약월,계약요일,평당금액
서울특별시 중랑구 면목동,현대휴온,5.51,202205,2022.5.28,10500,2,2013,중랑구,면목동,소형,5,토,1905.63
서울특별시 중랑구 면목동,현대휴온,5.51,202206,2022.6.14,11000,3,2013,중랑구,면목동,소형,6,화,1996.37
서울특별시 중랑구 면목동,현대휴온,5.51,202206,2022.6.22,11850,3,2013,중랑구,면목동,소형,6,수,2150.64
서울특별시 중랑구 면목동,현대휴온,5.51,202206,2022.6.25,15000,3,2013,중랑구,면목동,소형,6,토,2722.32
서울특별시 중랑구 면목동,현대휴온,10.85,202209,2022.9.5,23700,8,2013,중랑구,면목동,소형,9,월,2184.33
서울특별시 중랑구 면목동,현대휴온,6.01,202209,2022.9.28,11400,4,2013,중랑구,면목동,소형,9,수,1896.84
서울특별시 중랑구 묵동,공감대,25.75,202203,2022.3.23,68500,4,2005,중랑구,묵동,중형,3,수,2660.19
서울특별시 중랑구 묵동,공감대,25.76,202206,2022.6.29,71000,4,2005,중랑구,묵동,중형,6,수,2756.21
서울특별시 중랑구 묵동,극동늘푸른,25.48,202205,2022.5.3,76000,5,1999,중랑구,묵동,중형,5,화,2982.73
서울특별시 중랑구 묵동,극동늘푸른,17.46,202207,2022.7.18,60700,13,1999,중랑구,묵동,소형,7,월,3476.52
서울특별시 중랑구 묵동,묵동자이(2단지),30.88,202202,2022.2.9,102500,16,2010,중랑구,묵동,중대형,2,수,3319.3
서울특별시 중랑구 묵동,묵동자이(2단지),33.86,202206,2022.6.1,118000,22,2010,중랑구,묵동,대형,6,수,3484.94
서울특별시 중랑구 묵동,묵동자이(2단지),33.86,202206,2022.6.10,102000,18,2010,중랑구,묵동,대형,6,금,3012.4
서울특별시 중랑구 묵동,묵동포레시타,5.63,202201,2022.1.17,13000,2,2013,중랑구,묵동,소형,1,월,2309.06
서울특별시 중랑구 묵동,묵동포레시타,4.53,202201,2022.1.26,11900,3,2013,중랑구,묵동,소형,1,수,2626.93
서울특별시 중랑구 묵동,묵동포레시타,4.53,202201,2022.1.27,12000,2,2013,중랑구,묵동,소형,1,목,2649.01
서울특별시 중랑구 묵동,묵동포레시타,5.53,202205,2022.5.17,12000,3,2013,중랑구,묵동,소형,5,화,2169.98
서울특별시 중랑구 묵동,묵동포레시타,5.63,202205,2022.5.21,12000,3,2013,중랑구,묵동,소형,5,토,2131.44
서울특별시 중랑구 묵동,묵동포레시타,5.63,202205,2022.5.21,12250,5,2013,중랑구,묵동,소형,5,토,2175.84
서울특별시 중랑구 묵동,묵동포레시타,5.63,202206,2022.6.6,12100,5,2013,중랑구,묵동,소형,6,월,2149.2
서울특별시 중랑구 묵동,묵동포레시타,4.53,202206,2022.6.7,11000,3,2013,중랑구,묵동,소형,6,화,2428.26
서울특별시 중랑구 묵동,묵동포레시타,5.63,202206,2022.6.18,12000,2,2013,중랑구,묵동,소형,6,토,2131.44
서울특별시 중랑구 묵동,묵동포레시타,4.53,202207,2022.7.25,12400,5,2013,중랑구,묵동,소형,7,월,2737.31
서울특별시 중랑구 묵동,묵동포레시타,4.53,202210,2022.10.1,12500,4,2013,중랑구,묵동,소형,10,토,2759.38
서울특별시 중랑구 묵동,묵동포레시타,4.53,202211,2022.11.29,11800,3,2013,중랑구,묵동,소형,11,화,2604.86
서울특별시 중랑구 묵동,브라운스톤태릉,18.01,202201,2022.1.28,71000,11,2004,중랑구,묵동,소형,1,금,3942.25
서울특별시 중랑구 묵동,브라운스톤태릉,18.01,202207,2022.7.9,75500,18,2004,중랑구,묵동,소형,7,토,4192.12
서울특별시 중랑구 묵동,삼성,17.75,202205,2022.5.7,41800,3,1991,중랑구,묵동,소형,5,토,2354.93
서울특별시 중랑구 묵동,성원팰리스,11.9,202207,2022.7.27,48600,5,2020,중랑구,묵동,소형,7,수,4084.03
서울특별시 중랑구 묵동,성원팰리스,9.85,202208,2022.8.15,45500,7,2020,중랑구,묵동,소형,8,월,4619.29
서울특별시 중랑구 묵동,성원팰리스,6.19,202208,2022.8.20,34900,7,2020,중랑구,묵동,소형,8,토,5638.13
서울특별시 중랑구 묵동,세방,18.16,202201,2022.1.20,57000,5,2000,중랑구,묵동,소형,1,목,3138.77
서울특별시 중랑구 묵동,세방,23.07,202203,2022.3.19,65500,4,2000,중랑구,묵동,중형,3,토,2839.19
서울특별시 중랑구 묵동,세원,18.13,202207,2022.7.2,39800,6,1997,중랑구,묵동,소형,7,토,2195.26
서울특별시 중랑구 묵동,신내,12.07,202201,2022.1.29,50000,7,1996,중랑구,묵동,소형,1,토,4142.5
서울특별시 중랑구 묵동,신내,12.07,202202,2022.2.5,50000,6,1996,중랑구,묵동,소형,2,토,4142.5
서울특별시 중랑구 묵동,신내,12.07,202202,2022.2.5,50000,11,1996,중랑구,묵동,소형,2,토,4142.5
서울특별시 중랑구 묵동,신내,12.07,202202,2022.2.14,53000,9,1996,중랑구,묵동,소형,2,월,4391.05
서울특별시 중랑구 묵동,신내,15.08,202202,2022.2.15,58500,2,1996,중랑구,묵동,소형,2,화,3879.31
서울특별시 중랑구 묵동,신내,12.07,202204,2022.4.27,44500,10,1996,중랑구,묵동,소형,4,수,3686.83
서울특별시 중랑구 묵동,신내,12.07,202205,2022.5.27,54000,3,1996,중랑구,묵동,소형,5,금,4473.9
서울특별시 중랑구 묵동,신내,15.08,202206,2022.6.17,58500,3,1996,중랑구,묵동,소형,6,금,3879.31
서울특별시 중랑구 묵동,신내,15.08,202206,2022.6.18,59000,11,1996,중랑구,묵동,소형,6,토,3912.47
서울특별시 중랑구 묵동,신내,15.08,202206,2022.6.27,58800,9,1996,중랑구,묵동,소형,6,월,3899.2
서울특별시 중랑구 묵동,신내,15.08,202208,2022.8.18,57500,7,1996,중랑구,묵동,소형,8,목,3813
서울특별시 중랑구 묵동,신내,18.11,202210,2022.10.8,51000,1,1996,중랑구,묵동,소형,10,토,2816.12
서울특별시 중랑구 묵동,신내대림아파트,38.27,202203,2022.3.14,123500,5,1995,중랑구,묵동,대형,3,월,3227.07
서울특별시 중랑구 묵동,신내대림아파트,38.27,202206,2022.6.4,112000,3,1995,중랑구,묵동,대형,6,토,2926.57
서울특별시 중랑구 묵동,신내대림아파트,38.27,202207,2022.7.23,113000,2,1995,중랑구,묵동,대형,7,토,2952.7
서울특별시 중랑구 묵동,신내대림아파트,38.27,202209,2022.9.13,107000,7,1995,중랑구,묵동,대형,9,화,2795.92
서울특별시 중랑구 묵동,신내두산아파트,38.27,202209,2022.9.20,105000,7,1995,중랑구,묵동,대형,9,화,2743.66
서울특별시 중랑구 묵동,신내두산아파트,31.12,202211,2022.11.29,89500,2,1995,중랑구,묵동,대형,11,화,2875.96
서울특별시 중랑구 묵동,신도,25.72,202205,2022.5.10,82000,9,1998,중랑구,묵동,중형,5,화,3188.18
서울특별시 중랑구 묵동,신도,18.15,202206,2022.6.7,60000,1,1998,중랑구,묵동,소형,6,화,3305.79
서울특별시 중랑구 묵동,신도브래뉴,15.72,202203,2022.3.4,47600,11,2004,중랑구,묵동,소형,3,금,3027.99
서울특별시 중랑구 묵동,신안1,18.17,202209,2022.9.6,61500,9,1999,중랑구,묵동,소형,9,화,3384.7
서울특별시 중랑구 묵동,신안1,18.17,202212,2022.12.8,58000,7,1999,중랑구,묵동,소형,12,목,3192.07
서울특별시 중랑구 묵동,신안2,18.13,202207,2022.7.9,59400,2,2000,중랑구,묵동,소형,7,토,3276.34
서울특별시 중랑구 묵동,신안3,18.14,202203,2022.3.19,59900,4,2000,중랑구,묵동,소형,3,토,3302.09
서울특별시 중랑구 묵동,우성,14.28,202201,2022.1.10,30000,1,1975,중랑구,묵동,소형,1,월,2100.84
서울특별시 중랑구 묵동,우성,16.89,202202,2022.2.15,30000,4,1975,중랑구,묵동,소형,2,화,1776.2
서울특별시 중랑구 묵동,우성,14.58,202202,2022.2.21,31500,2,1975,중랑구,묵동,소형,2,월,2160.49
서울특별시 중랑구 묵동,우성,15.23,202204,2022.4.9,34300,5,1975,중랑구,묵동,소형,4,토,2252.13
서울특별시 중랑구 묵동,우성,14.28,202204,2022.4.11,29000,3,1975,중랑구,묵동,소형,4,월,2030.81
서울특별시 중랑구 묵동,우성,14.28,202204,2022.4.12,29000,3,1975,중랑구,묵동,소형,4,화,2030.81
서울특별시 중랑구 묵동,우성,14.82,202204,2022.4.23,32900,3,1975,중랑구,묵동,소형,4,토,2219.97
서울특별시 중랑구 묵동,우성,14.82,202205,2022.5.14,33500,5,1975,중랑구,묵동,소형,5,토,2260.46
서울특별시 중랑구 묵동,우성,14.28,202206,2022.6.1,33000,1,1975,중랑구,묵동,소형,6,수,2310.92
서울특별시 중랑구 묵동,우성,14.58,202210,2022.10.8,33000,4,1975,중랑구,묵동,소형,10,토,2263.37
서울특별시 중랑구 묵동,월등스카이뷰,31.11,202205,2022.5.16,54500,5,2004,중랑구,묵동,대형,5,월,1751.85
서울특별시 중랑구 묵동,이편한세상화랑대,25.74,202209,2022.9.5,102000,20,2017,중랑구,묵동,중형,9,월,3962.7
서울특별시 중랑구 묵동,장미,28.03,202204,2022.4.5,77000,1,1983,중랑구,묵동,중대형,4,화,2747.06
서울특별시 중랑구 묵동,태창네스트빌,25.57,202207,2022.7.2,63500,5,2005,중랑구,묵동,중형,7,토,2483.38
서울특별시 중랑구 묵동,태창네스트빌,25.57,202211,2022.11.21,51000,1,2005,중랑구,묵동,중형,11,월,1994.52
서울특별시 중랑구 묵동,풀내음(A동),20.04,202202,2022.2.10,40000,5,2006,중랑구,묵동,중형,2,목,1996.01
서울특별시 중랑구 묵동,풀내음(A동),20.04,202202,2022.2.10,42000,7,2006,중랑구,묵동,중형,2,목,2095.81
서울특별시 중랑구 묵동,한국,18.07,202204,2022.4.8,62450,16,1999,중랑구,묵동,소형,4,금,3456
서울특별시 중랑구 묵동,한국,25.75,202204,2022.4.28,76000,2,1999,중랑구,묵동,중형,4,목,2951.46
서울특별시 중랑구 묵동,헤르만스테이트,9.09,202203,2022.3.11,19000,11,2013,중랑구,묵동,소형,3,금,2090.21
서울특별시 중랑구 묵동,헤르만스테이트,4.17,202203,2022.3.15,9100,8,2013,중랑구,묵동,소형,3,화,2182.25
서울특별시 중랑구 묵동,헤르만스테이트,9.09,202206,2022.6.1,19000,9,2013,중랑구,묵동,소형,6,수,2090.21
서울특별시 중랑구 묵동,현대아이파크,30.73,202204,2022.4.20,90000,2,2002,중랑구,묵동,중대형,4,수,2928.73
서울특별시 중랑구 묵동,현대아이파크,25.74,202206,2022.6.11,89000,3,2002,중랑구,묵동,중형,6,토,3457.65
서울특별시 중랑구 상봉동,e-푸른나동,25.03,202203,2022.3.10,55000,5,2004,중랑구,상봉동,중형,3,목,2197.36
서울특별시 중랑구 상봉동,건영1,25.75,202203,2022.3.31,76000,5,1997,중랑구,상봉동,중형,3,목,2951.46
서울특별시 중랑구 상봉동,건영1,25.75,202206,2022.6.3,81000,12,1997,중랑구,상봉동,중형,6,금,3145.63
서울특별시 중랑구 상봉동,건영1,25.75,202208,2022.8.12,71000,6,1997,중랑구,상봉동,중형,8,금,2757.28
서울특별시 중랑구 상봉동,건영1,25.75,202210,2022.10.25,75000,6,1997,중랑구,상봉동,중형,10,화,2912.62
서울특별시 중랑구 상봉동,건영2차,25.75,202207,2022.7.9,87000,14,1996,중랑구,상봉동,중형,7,토,3378.64
서울특별시 중랑구 상봉동,건영2차아파트,22.7,202201,2022.1.14,78200,18,1996,중랑구,상봉동,중형,1,금,3444.93
서울특별시 중랑구 상봉동,건영2차아파트,22.5,202211,2022.11.23,59500,15,1996,중랑구,상봉동,중형,11,수,2644.44
서울특별시 중랑구 상봉동,건영캐스빌,25.65,202202,2022.2.19,94000,6,2006,중랑구,상봉동,중형,2,토,3664.72
서울특별시 중랑구 상봉동,건영캐스빌,25.65,202207,2022.7.11,88000,22,2006,중랑구,상봉동,중형,7,월,3430.8
서울특별시 중랑구 상봉동,건영캐스빌,25.65,202209,2022.9.19,75000,13,2006,중랑구,상봉동,중형,9,월,2923.98
서울특별시 중랑구 상봉동,건영캐스빌,25.65,202211,2022.11.29,74000,5,2006,중랑구,상봉동,중형,11,화,2884.99
서울특별시 중랑구 상봉동,그랑아파트,25.72,202212,2022.12.9,44500,2,2004,중랑구,상봉동,중형,12,금,1730.17
서울특별시 중랑구 상봉동,더클래스,8.56,202204,2022.4.18,27900,12,2019,중랑구,상봉동,소형,4,월,3259.35
서울특별시 중랑구 상봉동,더클래스,8.56,202204,2022.4.20,27000,9,2019,중랑구,상봉동,소형,4,수,3154.21
서울특별시 중랑구 상봉동,더클래스,8.56,202209,2022.9.4,29000,6,2019,중랑구,상봉동,소형,9,일,3387.85
서울특별시 중랑구 상봉동,동부아파트,16.36,202207,2022.7.10,62000,7,1999,중랑구,상봉동,소형,7,일,3789.73
서울특별시 중랑구 상봉동,동일스카이시티101동,18.6,202208,2022.8.5,45000,5,2009,중랑구,상봉동,중형,8,금,2419.35
서울특별시 중랑구 상봉동,레그노시티,8.15,202209,2022.9.17,30500,8,2020,중랑구,상봉동,소형,9,토,3742.33
서울특별시 중랑구 상봉동,레그노시티,8.15,202212,2022.12.3,29000,7,2020,중랑구,상봉동,소형,12,토,3558.28
서울특별시 중랑구 상봉동,리더스,9.41,202201,2022.1.22,30000,9,2019,중랑구,상봉동,소형,1,토,3188.1
서울특별시 중랑구 상봉동,리더스,8.89,202202,2022.2.21,27800,4,2019,중랑구,상봉동,소형,2,월,3127.11
서울특별시 중랑구 상봉동,리더스,8.89,202205,2022.5.9,31000,6,2019,중랑구,상봉동,소형,5,월,3487.06
서울특별시 중랑구 상봉동,리더스,8.89,202205,2022.5.29,31000,6,2019,중랑구,상봉동,소형,5,일,3487.06
서울특별시 중랑구 상봉동,상봉듀오트리스,35.48,202201,2022.1.8,125500,26,2016,중랑구,상봉동,대형,1,토,3537.2
서울특별시 중랑구 상봉동,상봉듀오트리스,39.94,202205,2022.5.23,125000,7,2016,중랑구,상봉동,대형,5,월,3129.69
서울특별시 중랑구 상봉동,상봉듀오트리스,35.48,202206,2022.6.16,123000,27,2016,중랑구,상봉동,대형,6,목,3466.74
서울특별시 중랑구 상봉동,상봉듀오트리스,39.94,202212,2022.12.25,114000,27,2016,중랑구,상봉동,대형,12,일,2854.28
서울특별시 중랑구 상봉동,상봉베스트원,8.28,202203,2022.3.30,33000,11,2019,중랑구,상봉동,소형,3,수,3985.51
서울특별시 중랑구 상봉동,상봉베스트원,6.71,202204,2022.4.26,24500,9,2019,중랑구,상봉동,소형,4,화,3651.27
서울특별시 중랑구 상봉동,상봉베스트원,8.46,202205,2022.5.2,37500,12,2019,중랑구,상봉동,소형,5,월,4432.62
서울특별시 중랑구 상봉동,상봉베스트원,6.71,202205,2022.5.27,21900,8,2019,중랑구,상봉동,소형,5,금,3263.79
서울특별시 중랑구 상봉동,상봉베스트원,6.71,202206,2022.6.2,22000,9,2019,중랑구,상봉동,소형,6,목,3278.69
서울특별시 중랑구 상봉동,상봉베스트원,6.71,202210,2022.10.21,22000,9,2019,중랑구,상봉동,소형,10,금,3278.69
서울특별시 중랑구 상봉동,상봉베스트원,6.88,202212,2022.12.2,19500,12,2019,중랑구,상봉동,소형,12,금,2834.3
서울특별시 중랑구 상봉동,상봉베스트원,6.88,202212,2022.12.2,19500,12,2019,중랑구,상봉동,소형,12,금,2834.3
서울특별시 중랑구 상봉동,상봉어반뷰,4.02,202204,2022.4.7,13200,9,2018,중랑구,상봉동,소형,4,목,3283.58
서울특별시 중랑구 상봉동,상봉어반뷰,4.42,202204,2022.4.9,12000,8,2018,중랑구,상봉동,소형,4,토,2714.93
서울특별시 중랑구 상봉동,상봉어반뷰,4.02,202209,2022.9.7,13800,7,2018,중랑구,상봉동,소형,9,수,3432.84
서울특별시 중랑구 상봉동,상봉어반뷰,5.59,202210,2022.10.29,17300,16,2018,중랑구,상봉동,소형,10,토,3094.81
서울특별시 중랑구 상봉동,상봉어반뷰,4.64,202212,2022.12.1,15300,17,2018,중랑구,상봉동,소형,12,목,3297.41
서울특별시 중랑구 상봉동,상봉어반뷰,5.59,202212,2022.12.27,17200,10,2018,중랑구,상봉동,소형,12,화,3076.92
서울특별시 중랑구 상봉동,상봉태솔아파트101동,17.94,202207,2022.7.16,65250,13,2022,중랑구,상봉동,소형,7,토,3637.12
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202202,2022.2.20,30500,10,2021,중랑구,상봉동,소형,2,일,5831.74
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202202,2022.2.20,30500,11,2021,중랑구,상봉동,소형,2,일,5831.74
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202202,2022.2.22,30000,13,2021,중랑구,상봉동,소형,2,화,5736.14
서울특별시 중랑구 상봉동,상봉힐스테이,4.47,202202,2022.2.23,29000,11,2021,중랑구,상봉동,소형,2,수,6487.7
서울특별시 중랑구 상봉동,상봉힐스테이,5.13,202203,2022.3.17,30500,11,2021,중랑구,상봉동,소형,3,목,5945.42
서울특별시 중랑구 상봉동,상봉힐스테이,4.47,202204,2022.4.1,29500,9,2021,중랑구,상봉동,소형,4,금,6599.55
서울특별시 중랑구 상봉동,상봉힐스테이,4.47,202204,2022.4.2,29500,11,2021,중랑구,상봉동,소형,4,토,6599.55
서울특별시 중랑구 상봉동,상봉힐스테이,4.47,202204,2022.4.3,29500,8,2021,중랑구,상봉동,소형,4,일,6599.55
서울특별시 중랑구 상봉동,상봉힐스테이,4.47,202204,2022.4.7,29500,9,2021,중랑구,상봉동,소형,4,목,6599.55
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202204,2022.4.8,30500,6,2021,중랑구,상봉동,소형,4,금,5831.74
서울특별시 중랑구 상봉동,상봉힐스테이,5.13,202204,2022.4.9,30500,8,2021,중랑구,상봉동,소형,4,토,5945.42
서울특별시 중랑구 상봉동,상봉힐스테이,4.47,202204,2022.4.9,29500,8,2021,중랑구,상봉동,소형,4,토,6599.55
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202204,2022.4.12,30500,9,2021,중랑구,상봉동,소형,4,화,5831.74
서울특별시 중랑구 상봉동,상봉힐스테이,5.13,202204,2022.4.14,30500,10,2021,중랑구,상봉동,소형,4,목,5945.42
서울특별시 중랑구 상봉동,상봉힐스테이,5.13,202204,2022.4.14,30500,13,2021,중랑구,상봉동,소형,4,목,5945.42
서울특별시 중랑구 상봉동,상봉힐스테이,4.38,202204,2022.4.16,28000,5,2021,중랑구,상봉동,소형,4,토,6392.69
서울특별시 중랑구 상봉동,상봉힐스테이,4.38,202204,2022.4.16,28000,6,2021,중랑구,상봉동,소형,4,토,6392.69
서울특별시 중랑구 상봉동,상봉힐스테이,4.38,202204,2022.4.16,28000,4,2021,중랑구,상봉동,소형,4,토,6392.69
서울특별시 중랑구 상봉동,상봉힐스테이,5.13,202204,2022.4.18,30500,7,2021,중랑구,상봉동,소형,4,월,5945.42
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202205,2022.5.27,30500,9,2021,중랑구,상봉동,소형,5,금,5831.74
서울특별시 중랑구 상봉동,상봉힐스테이,5.13,202206,2022.6.2,30500,9,2021,중랑구,상봉동,소형,6,목,5945.42
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202208,2022.8.11,30500,8,2021,중랑구,상봉동,소형,8,목,5831.74
서울특별시 중랑구 상봉동,상봉힐스테이,5.23,202211,2022.11.29,30500,5,2021,중랑구,상봉동,소형,11,화,5831.74
서울특별시 중랑구 상봉동,센트럴파크55,14.69,202202,2022.2.19,46200,7,2019,중랑구,상봉동,소형,2,토,3145
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,32750,8,2022,중랑구,상봉동,소형,5,금,3663.31
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,8,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,8,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,32750,8,2022,중랑구,상봉동,소형,5,금,3663.31
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,11,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,59600,11,2022,중랑구,상봉동,소형,5,금,3378.68
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,59950,11,2022,중랑구,상봉동,소형,5,금,3398.53
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,60550,13,2022,중랑구,상봉동,소형,5,금,3432.54
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33550,13,2022,중랑구,상봉동,소형,5,금,3752.8
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33850,13,2022,중랑구,상봉동,소형,5,금,3786.35
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33850,13,2022,중랑구,상봉동,소형,5,금,3786.35
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,9,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,9,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,13,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,60200,13,2022,중랑구,상봉동,소형,5,금,3412.7
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,58950,14,2022,중랑구,상봉동,소형,5,금,3341.84
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,32900,9,2022,중랑구,상봉동,소형,5,금,3680.09
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,59300,9,2022,중랑구,상봉동,소형,5,금,3361.68
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,58950,10,2022,중랑구,상봉동,소형,5,금,3341.84
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,10,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,10,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,10,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,10,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,11,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33700,11,2022,중랑구,상봉동,소형,5,금,3769.57
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33700,11,2022,중랑구,상봉동,소형,5,금,3769.57
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,11,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,59600,10,2022,중랑구,상봉동,소형,5,금,3378.68
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,59950,10,2022,중랑구,상봉동,소형,5,금,3398.53
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,10,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33700,10,2022,중랑구,상봉동,소형,5,금,3769.57
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,14,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,15,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,58950,12,2022,중랑구,상봉동,소형,5,금,3341.84
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33100,12,2022,중랑구,상봉동,소형,5,금,3702.46
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,59600,12,2022,중랑구,상봉동,소형,5,금,3378.68
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,60200,14,2022,중랑구,상봉동,소형,5,금,3412.7
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,58950,15,2022,중랑구,상봉동,소형,5,금,3341.84
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,15,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33850,15,2022,중랑구,상봉동,소형,5,금,3786.35
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,15,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,60200,15,2022,중랑구,상봉동,소형,5,금,3412.7
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33750,16,2022,중랑구,상봉동,소형,5,금,3775.17
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33750,16,2022,중랑구,상봉동,소형,5,금,3775.17
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33750,16,2022,중랑구,상봉동,소형,5,금,3775.17
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33750,16,2022,중랑구,상봉동,소형,5,금,3775.17
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33900,16,2022,중랑구,상봉동,소형,5,금,3791.95
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,14,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,14,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33550,14,2022,중랑구,상봉동,소형,5,금,3752.8
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33900,16,2022,중랑구,상봉동,소형,5,금,3791.95
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,60200,14,2022,중랑구,상봉동,소형,5,금,3412.7
서울특별시 중랑구 상봉동,스마트트라움,17.64,202205,2022.5.6,60550,14,2022,중랑구,상봉동,소형,5,금,3432.54
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33550,14,2022,중랑구,상봉동,소형,5,금,3752.8
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33850,14,2022,중랑구,상봉동,소형,5,금,3786.35
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33850,14,2022,중랑구,상봉동,소형,5,금,3786.35
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,14,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,34050,16,2022,중랑구,상봉동,소형,5,금,3808.72
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,34050,16,2022,중랑구,상봉동,소형,5,금,3808.72
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,33400,7,2022,중랑구,상봉동,소형,5,금,3736.02
서울특별시 중랑구 상봉동,스마트트라움,8.94,202205,2022.5.6,32750,7,2022,중랑구,상봉동,소형,5,금,3663.31
